# Tissue Carbon and Nitrogen,,,,,,,
#,,,,,,,
# Original Data Source: https://lter.kbs.msu.edu/datatables/73,,,,,,,
# The newest version of the data https://lter.kbs.msu.edu/datatables/73.csv,,,,,,,
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/32.eml,,,,,,,
#,,,,,,,
# These Data are copyrighted and use in a publication requires written permission,,,,,,,
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/,,,,,,,
# Use of the data constitutes acceptance of the terms.,,,,,,,
#,,,,,,,
#     VARIATE TABLE,,,,,,,
7/16/2013,T4,R1,Triticum aestivum L. (*),SEED,43.814,1.507,2013
7/9/2013,T6,R6,UnSorted,,41.94,3.479,2013
9/25/2012,T1,R1,Glycine max L. (*),SEED,50.737,6.197,2012
8/6/2003,T7,R3,Trifolium pratense L.,,40.613,1.854,2003
5/25/2010,T6,R6,Medicago sativa L.,,42.333,2.944,2010
12/20/2019,TCF,R2,Leaf Litter,,49.178,1.365,2019
8/9/2004,TSF,R1,Surface Litter,,39.753,1.539,2004
10/18/2017,T4,R6,Zea mays L. (*),STOVER,44.398,0.967,2017
8/5/2019,T8,R1,Phleum pratense L.,,44.574,0.796,2019
10/15/1996,T3,R5,Zea mays L. (*),STOVER,44.15,0.68,1996
9/12/1989,T1,R3,Zea mays L. (*),STOVER,40.12,0.87,1989
10/21/2002,T1,R2,aggregate of live biomass except for Zea mays,,30.493,2.186,2002
10/9/2006,T2,R4,Glycine max L. (*),SEED,51.265,5.953,2006
9/25/2012,T2,R2,Glycine max L. (*),STOVER,45.41,0.963,2012
9/10/2007,TDF,R2,Leaf Litter,,45.966,0.8,2007
8/2/1993,T8,R4,Bromus inermis Leyss.,NDB,43.32,1.12,1993
7/11/1994,TSF,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,44.64,2.28,1994
4/17/1996,T4,R3,Trifolium incarnatum L.,COVCROPNDB,47.77,5.61,1996
10/16/2017,T1,R2,Zea mays L. (*),SEED,41.774,1.22,2017
5/19/2015,T3,R5,UnSorted,,38.479,1.543,2015
8/22/2006,T5,R5,fescue Non dominant biomass,,45.319,1.383,2006
8/20/1999,T2,R1,Surface Litter,SURFACELITTER,31.34,0.87,1999
8/19/1997,T6,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,40.94,3.44,1997
7/15/2013,T1,R3,Triticum aestivum L. (*),STOVER,45.15,0.727,2013
8/7/1995,T7,R6,Solidago canadensis L.,NDB,47.29,1.81,1995
7/15/2013,T2,R4,Triticum aestivum L. (*),STOVER,45.468,0.52,2013
8/5/2002,T7,R1,Surface Litter,,38.127,1.177,2002
9/12/1994,T4,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,48.15,2.73,1994
8/25/1994,T6,R3,Medicago sativa L.,NDB,40.34,4.21,1994
10/22/1990,T6,R5,Medicago sativa L.,CROP,44.76,3.38,1990
7/12/1995,T1,R5,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,45.84,1.31,1995
10/1/1991,T6,R5,Medicago sativa L.,CROP,31.33,2.47,1991
9/1/2017,T6,R2,UnSorted,,43.822,2.412,2017
6/22/2015,T6,R1,UnSorted,,40.566,2.527,2015
9/12/1994,T3,R6,Glycine max L. (*),STOVER,43.65,1.53,1994
5/20/1991,T3,R2,Vicia villosa  Roth,COVCROP,45.84,3.28,1991
7/6/1998,T1,R2,Triticum aestivum L. (*),STOVER,44.001,0.324,1998
6/2/1994,T7,R1,Hieracium floribundum Wimmer & Grab.,NDB,45.26,2.37,1994
8/3/2017,T7,R6,Trifolium pratense L.,,43.578,1.457,2017
7/6/1998,T3,R1,Triticum aestivum L. (*),STOVER,44.029,0.218,1998
9/16/1994,T5,,Trunks of poplars - CN code,TRUNK,45.49,0.19,1994
9/30/2015,T3,R2,Glycine max L. (*),STOVER,42.223,0.582,2015
10/5/2009,T1,R3,Glycine max L. (*),STOVER,43.17,0.815,2009
7/28/1997,T7,R5,Phleum pratense L.,NDB,43.76,0.83,1997
5/30/1996,T6,R3,Medicago sativa L.,CROP,42.97,3.28,1996
7/9/2004,T1,R2,Triticum aestivum L. (*),SEED,41.416,1.751,2004
10/5/2006,T4,R3,Glycine max L. (*),STOVER,45.167,0.74,2006
9/16/2019,TSF,R2,Celastrus orbiculatus Thunb.,,44.755,1.875,2019
8/6/2008,T7,R4,Elymus repens (L.) Gould,,43.831,0.835,2008
8/6/2014,T7,R2,Solidago canadensis L.,,44.638,0.967,2014
8/4/2003,T7,R1,Phleum pratense L.,,41.94,0.509,2003
6/7/2012,T6,R3,UnSorted,,42.73,2.947,2012
8/3/2010,T7,R3,Poa pratensis L.,,43.333,1.504,2010
8/17/1999,TSF,R3,Monocots,NDB,44.71,0.93,1999
8/2/2007,T7,R1,Achillea millefolium L.,,42.992,0.767,2007
9/1/1994,T8,R3,Juncus tenuis Willd.,NDB,45.1,1.6,1994
10/6/2009,T4,R1,aggregate of live biomass except for Glycine max L. (*),,42.736,1.429,2009
8/26/2013,T7,R5,Elymus repens (L.) Gould,,42.167,0.626,2013
7/25/2012,T8,R4,Bromus inermis Leyss.,,43.892,0.828,2012
8/16/1990,T6,R3,Medicago sativa L.,CROP,48.83,1.93,1990
5/24/2004,T6,R1,Medicago sativa L.,,42.697,2.968,2004
9/28/2012,T2,R6,Glycine max L. (*),STOVER,45.677,0.878,2012
10/5/2006,T4,R2,Glycine max L. (*),SEED,51.962,6.418,2006
9/17/2018,TSF,R3,Surface Litter,,38.269,1.422,2018
11/7/2014,T5,R4,Leaf Litter,,44.044,1.054,2014
10/5/2006,T3,R2,Glycine max L. (*),STOVER,45.585,0.618,2006
8/20/1999,T2,R6,Setaria faberi Herrm.,NDB,43.28,2.18,1999
9/16/2019,TSF,R3,Celastrus orbiculatus Thunb.,,44.297,2.093,2019
5/27/2004,T6,R5,aggregate of live biomass except for Medicago sativa L.,,38.421,2.53,2004
8/3/2009,T7,R3,Poa pratensis L.,,43.45,1.401,2009
5/11/1993,T3,R2,Vicia villosa  Roth,COVCROPNDB,39.36,3.1,1993
5/11/1993,T4,R1,Vicia villosa  Roth,COVCROP,42.84,4.85,1993
8/6/1991,T5,R6,Festuca rubra L.,GRDCOVER,42.35,1.78,1991
8/7/1995,T7,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,44.88,2.18,1995
8/4/2005,T7,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,46.108,1.455,2005
8/1/2016,T7,R1,Bromus inermis Leyss.,,42.843,0.832,2016
11/16/2010,T7,R4,UnSorted,,44.553,0.748,2010
9/10/2007,TCF,R1,Leaf Litter,,49.073,0.686,2007
7/16/2019,T1,R4,UnSorted,,44.633,0.941,2019
4/17/1996,T4,R2,Trifolium incarnatum L.,COVCROP,42.51,3.19,1996
10/2/1991,T1,R4,Zea mays L. (*),STOVER,45.66,0.17,1991
9/28/2012,T4,R4,Glycine max L. (*),SEED,51.876,6.348,2012
8/20/1999,T2,R4,Surface Litter,SURFACELITTER,31.16,0.93,1999
8/1/2000,T7,R3,Daucus carota L.,,44.094,0.901,2000
8/25/2014,T8,R4,Bromus inermis Leyss.,,44.118,0.958,2014
7/18/2019,T3,R2,Triticum aestivum L. (*),STOVER,46.096,0.235,2019
5/22/2015,T4,R6,UnSorted,,42.818,1.604,2015
7/6/1994,T6,R5,Medicago sativa L.,CROP,42.36,3.8,1994
7/5/1990,T6,R3,Medicago sativa L.,CROP,49.62,2.16,1990
8/6/1996,T2,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,43.52,0.82,1996
10/4/1993,T1,R3,Zea mays L. (*),STOVER,41.1,1.36,1993
11/30/2012,TSF,R1,Leaf Litter,,46.398,1.211,2012
8/2/1993,T8,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,44.95,1.61,1993
8/19/1997,T6,R3,Medicago sativa L.,CROP,43.16,3.12,1997
9/12/1994,T2,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,46.57,2.38,1994
8/5/2014,T6,R3,UnSorted,,41.414,2.051,2014
8/5/2010,T7,R5,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.569,1.141,2010
10/22/2002,T2,R1,Zea mays L. (*),SEED,44.616,1.403,2002
8/18/2005,T6,R3,aggregate of live biomass except for Medicago sativa L.,,42.049,2.466,2005
11/22/2017,T5,R1,Leaf Litter,,44.44,1.302,2017
8/9/2006,T8,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,45.192,1.096,2006
7/6/1993,T7,R2,Trifolium pratense L.,NDB,44.24,3.26,1993
8/20/1999,T2,R6,Digitaria sanguinalis (L.) Scop.,NDB,42.28,2.55,1999
8/11/2004,T5,R1,Leaf Litter,,45.897,1.469,2004
8/12/2019,T7,R2,Phleum pratense L.,,44.161,0.408,2019
10/22/2002,T2,R4,Zea mays L. (*),SEED,43.9,1.503,2002
8/9/2005,T8,R1,Surface Litter,,42.334,0.795,2005
10/23/2002,T3,R1,Zea mays L. (*),STOVER,46.39,0.74,2002
7/14/2017,T6,R6,UnSorted,,43.574,2.792,2017
6/2/2011,T6,R1,Medicago sativa L.,,43.477,3.184,2011
10/28/2011,T4,R3,UnSorted,,43.683,1.196,2011
8/25/2003,T6,R1,Medicago sativa L.,,42.108,3.044,2003
5/30/1996,T6,R1,Medicago sativa L.,CROP,42.92,3.47,1996
7/6/1993,T7,R3,Aster sp. (*),NDB,43.69,1.83,1993
9/12/1989,T1,R2,Zea mays L. (*),SEED,41.77,1.55,1989
9/1/2017,T6,R1,Medicago sativa L.,,42.477,3.119,2017
7/6/1994,T6,R5,Medicago sativa L.,NDB,44.57,3.12,1994
7/14/1989,T3,R4,Triticum aestivum L. (*),SEED,41.56,2.32,1989
5/17/2017,T4,R4,UnSorted,,42.613,1.986,2017
7/6/1998,T2,R1,Triticum aestivum L. (*),STOVER,44.775,0.282,1998
9/28/2012,T3,R5,UnSorted,,36.194,3.137,2012
9/15/1997,T1,R6,Glycine max L. (*),STOVER,47.12,3.7,1997
10/15/2015,T4,R5,UnSorted,,43.536,1.301,2015
10/28/2011,T4,R1,Zea mays L. (*),SEED,42.806,1.234,2011
5/19/2015,T3,R6,UnSorted,,39.701,1.166,2015
8/6/2015,T8,R3,Surface Litter,,42.999,1.036,2015
7/12/2007,T6,R1,aggregate of live biomass except for Medicago sativa L.,,42.759,2.58,2007
7/30/2007,T5,R2,fescue Non dominant biomass,,43.124,1.606,2007
7/22/2019,T4,R6,Triticum aestivum L. (*),STOVER,44.946,0.502,2019
8/27/1997,T4,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,44.31,2.49,1997
10/4/1993,T3,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,42.87,3.02,1993
7/7/2004,T6,R6,Medicago sativa L.,,43.864,3.441,2004
7/10/2006,T6,R2,Medicago sativa L.,,43.696,2.682,2006
8/17/1999,TSF,R3,Dicots,NDB,46.73,1.56,1999
6/2/1994,T7,R5,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,47.75,2.43,1994
5/29/1991,T6,R3,Medicago sativa L.,CROP,43.15,2.39,1991
8/25/2014,T8,R2,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,,44.548,1.065,2014
6/26/2007,T4,R2,Triticum aestivum L. (*),SEED,42.069,1.647,2007
10/5/2006,T1,R3,Glycine max L. (*),SEED,50.698,5.789,2006
6/27/2007,T3,R5,Triticum aestivum L. (*),STOVER,45.4,0.537,2007
10/21/2014,T2,R2,Zea mays L. (*),STOVER,45.276,0.555,2014
8/23/1993,T6,R2,Medicago sativa L.,CROP,44.28,3.1,1993
8/13/2009,TSF,R2,Leaf Litter,,47.804,1.149,2009
8/1/2012,T7,R4,Poa pratensis L.,,44.262,1.463,2012
10/6/2009,T4,R4,aggregate of live biomass except for Glycine max L. (*),,43.945,1.434,2009
6/30/2014,T6,R1,Medicago sativa L.,,43.755,3.186,2014
11/14/2016,T7,R4,UnSorted,,45.136,1.031,2016
9/20/2017,TSF,R3,Surface Litter,,46.059,1.219,2017
12/12/2017,TDF,R2,Leaf Litter,,48.023,1.021,2017
7/29/1998,TSF,R1,Dicots,NDB,44.75,1.41,1998
9/26/2012,T2,R3,Surface Litter,,44.993,0.671,2012
7/13/2010,T4,R4,Triticum aestivum L. (*),STOVER,44.748,0.575,2010
8/11/1999,T7,R6,Ambrosia artemisiifolia L.,NDB,42.9,2.74,1999
5/19/2014,T4,R1,Trifolium pratense L.,,43.852,3.622,2014
7/15/2013,T2,R6,Triticum aestivum L. (*),SEED,43.683,1.497,2013
8/11/1999,T7,R4,Fragaria virginiana Duchesne (*),NDB,44.56,1.69,1999
8/7/2009,T8,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.875,0.99,2009
10/28/2011,T4,R5,Zea mays L. (*),STOVER,45.16,0.872,2011
7/12/2010,T4,R3,Triticum aestivum L. (*),STOVER,44.338,0.572,2010
11/14/2016,T7,R3,Surface Litter,,37.551,0.947,2016
11/27/2012,T7,R2,UnSorted,,46.664,1.021,2012
8/10/2005,T8,R4,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,,44.684,0.89,2005
10/18/2017,T4,R2,Zea mays L. (*),STOVER,44.727,0.761,2017
10/22/2008,T3,R3,Zea mays L. (*),SEED,42.477,1.242,2008
10/28/2011,T4,R6,UnSorted,,44.657,1.177,2011
8/5/2015,T7,R5,Trifolium pratense L.,,43.887,1.111,2015
9/8/1993,T5,,Trunks of poplars - CN code,TRUNK,44.77,1.67,1993
9/10/1998,T5,R6,Festuca rubra L.,GRDCOVER,43.13,1.61,1998
8/11/1999,T7,R4,Hieracium sp. (*),NDB,43.6,1.81,1999
8/31/2015,TSF,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,43.562,1.799,2015
8/4/1998,T8,R4,Dead Dicot,NDB,43.87,1.54,1998
10/4/2005,T2,R6,aggregate of live biomass except for Zea mays,,43.063,2.53,2005
8/29/2019,T4,R2,UnSorted,,43.857,2.755,2019
10/15/1996,T1,R3,Zea mays L. (*),STOVER,43.95,0.81,1996
7/1/1996,T6,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,40.73,2.5,1996
8/8/2016,T8,R4,Surface Litter,,39.661,0.955,2016
7/9/2013,T6,R4,UnSorted,,43.574,1.681,2013
5/24/2004,T6,R2,Medicago sativa L.,,42.248,3.442,2004
6/26/2007,T2,R5,aggregate of live biomass except for Triticum sp.,,42.224,1.762,2007
8/10/1998,T7,R1,Living Monocot,NDB,44.22,1.4,1998
8/23/2007,T6,R5,aggregate of live biomass except for Medicago sativa L.,,40.314,3.075,2007
11/27/2012,T7,R1,Surface Litter,,43.461,1.184,2012
8/17/1995,T6,R6,Medicago sativa L.,NDB,41.76,2.72,1995
7/28/1997,T7,R3,Solidago canadensis L.,NDB,43.46,0.95,1997
6/27/2007,T4,R4,Triticum aestivum L. (*),STOVER,44.988,0.522,2007
8/25/2003,T6,R2,aggregate of live biomass except for Medicago sativa L.,,40.695,2.102,2003
10/15/1996,T4,R4,Zea mays L. (*),STOVER,44.02,0.82,1996
8/26/2003,T6,R5,aggregate of live biomass except for Medicago sativa L.,,36.948,2.073,2003
11/27/2012,T7,R6,Surface Litter,,42.426,0.979,2012
9/15/1997,T3,R4,Glycine max L. (*),SEED,49.93,6.46,1997
8/11/1999,T7,R2,Apocynum cannabinum L.,NDB,48.14,1.1,1999
7/17/2013,T4,R2,Triticum aestivum L. (*),SEED,43.662,1.5,2013
9/8/1997,T5,,Trunks of poplars - CN code,TRUNK,52.52,0.11,1997
7/12/1999,T6,R2,Oxalis stricta L.,NDB,42.6,3,1999
8/5/2015,T7,R4,Solidago canadensis L.,,45.11,0.884,2015
7/12/1995,T2,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,44.4,2.78,1995
5/18/2015,T3,R4,Secale cereale M.Bieb.,,42.532,1.859,2015
8/11/1999,T7,R6,Achillea millefolium L.,NDB,44.59,1.09,1999
10/17/2018,T4,R3,Glycine max L. (*),SEED,50.235,6.299,2018
8/18/1999,T8,R4,Monocots,NDB,45.46,1.29,1999
8/11/2006,TSF,R2,Rhamnus frangula L.,,45.597,2.442,2006
9/2/1998,T5,R5,poplar leaves,POPLVS,44.7,1.94,1998
8/11/1999,T7,R1,Asclepias syriaca L.,NDB,44.51,1.79,1999
10/9/2018,T1,R4,Glycine max L. (*),SEED,51.039,6.036,2018
10/27/2011,T3,R1,Zea mays L. (*),SEED,42.284,1.21,2011
9/30/2015,T3,R6,Glycine max L. (*),STOVER,43.697,0.495,2015
10/23/2018,T7,R1,Surface Litter,,46.454,1.303,2018
8/10/2011,T7,R5,Solidago canadensis L.,,45.661,1.038,2011
7/12/1999,T6,R1,Polygonum aviculare L.,NDB,43.4,2.62,1999
7/29/1998,TSF,R2,Vine,NDB,44.54,1.08,1998
10/22/1990,T6,R5,Medicago sativa L.,CROP,49.08,1.78,1990
11/30/2018,TCF,R1,Leaf Litter,,47.964,1.378,2018
10/15/2015,T4,R5,Glycine max L. (*),SEED,50.589,6.299,2015
12/2/2014,T7,R5,UnSorted,,45.454,1.084,2014
7/12/2010,T3,R4,Triticum aestivum L. (*),STOVER,44.719,1.01,2010
7/8/2004,T2,R6,aggregate of live biomass except for Triticum sp.,,41.533,1.96,2004
8/3/2015,T7,R2,Trifolium pratense L.,,43.974,1.321,2015
4/28/2005,T3,R5,Trifolium pratense L.,,40.858,3.385,2005
7/14/1989,T4,R3,Triticum aestivum L. (*),SEED,41.81,1.92,1989
10/9/2006,T2,R3,Glycine max L. (*),STOVER,44.502,0.939,2006
7/8/2004,T4,R1,aggregate of live biomass except for Triticum sp.,,41.591,1.977,2004
6/2/1994,T7,R2,Solidago canadensis L.,NDB,47.85,2.34,1994
9/30/1994,T7,R4,Solidago canadensis L.,NDB,46.07,1.39,1994
10/2/2006,TCF,R1,Leaf Litter,,50.57,1.116,2006
10/4/1993,T3,R3,Zea mays L. (*),STOVER,40.47,1.6,1993
8/8/2016,T8,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,42.506,1.019,2016
7/6/1995,T6,R5,Medicago sativa L.,CROP,44.37,3.51,1995
9/16/1994,T5,,Trunks of poplars - CN code,TRUNK,45.28,0.2,1994
10/4/1993,T2,R1,Zea mays L. (*),SEED,48.23,1.65,1993
6/2/2011,T6,R4,UnSorted,,38.249,3.205,2011
9/12/1994,T1,R4,Glycine max L. (*),STOVER,43.17,1.44,1994
8/2/1993,T8,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,45.11,1.25,1993
10/9/2003,T5,R6,Festuca rubra L.,,40.237,1.568,2003
7/28/2004,T7,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,43.555,1.342,2004
7/20/1992,T3,R4,Triticum aestivum L. (*),SEED,37.06,2.44,1992
7/7/2003,T6,R6,aggregate of live biomass except for Medicago sativa L.,,32.272,2.518,2003
7/20/1992,T4,R1,Triticum aestivum L. (*),STOVER,40.46,0.78,1992
9/22/2003,TDF,R3,Leaf Litter,,43.349,0.982,2003
10/4/1993,T1,R6,Zea mays L. (*),SEED,48.42,1.52,1993
8/5/2015,T7,R5,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.799,1.128,2015
10/5/2005,T4,R2,aggregate of live biomass except for Zea mays,,44.875,1.232,2005
7/17/2019,T3,R1,UnSorted,,45.476,1.052,2019
4/26/1999,T4,R5,Trifolium incarnatum L.,COVCROP,42.46,3.75,1999
9/15/1997,T3,R3,Glycine max L. (*),SEED,49.46,6.36,1997
7/12/2010,T4,R1,aggregate of live biomass except for Triticum sp.,,44.54,1.663,2010
9/3/2003,T3,R2,Glycine max L. (*),SEED,49.089,6.116,2003
9/16/1994,T5,,poplar leaves,POPLVS,48.46,2.58,1994
8/16/2013,T6,R1,Medicago sativa L.,,44.178,3.105,2013
8/20/1999,T2,R1,Daucus carota L.,NDB,42.45,2.28,1999
7/6/1998,T1,R6,Triticum aestivum L. (*),STOVER,44.622,0.239,1998
8/11/1999,T7,R6,Taraxacum officinale Weber in,NDB,42.69,1.68,1999
4/26/1999,T3,R1,Trifolium incarnatum L.,COVCROPNDB,39.33,2.45,1999
7/5/2016,T2,R2,Triticum aestivum L. (*),SEED,41.518,1.449,2016
8/10/1998,T7,R2,Surface Litter,SURFACELITTER,44.55,3.43,1998
8/6/2002,T7,R5,Surface Litter,,40.765,0.844,2002
8/20/2004,T6,R4,Medicago sativa L.,,43.462,3.298,2004
9/8/1993,T5,,Trunks of poplars - CN code,TRUNK,44.02,1.75,1993
10/5/2005,T4,R4,aggregate of live biomass except for Zea mays,,43.355,1.256,2005
8/5/2015,T7,R5,Surface Litter,,48.655,1.009,2015
10/16/2017,T3,R1,Zea mays L. (*),STOVER,44.765,0.64,2017
10/15/1996,T21,R5,Zea mays L. (*),SEED,43.96,1.7,1996
7/8/2016,T6,R6,Triticum aestivum L. (*),SEED,40.541,1.401,2016
10/21/2002,T1,R1,Zea mays L. (*),SEED,43.677,1.598,2002
8/14/2019,T7,R5,Surface Litter,,42.936,1.22,2019
7/5/2016,T2,R3,Triticum aestivum L. (*),STOVER,44.013,0.279,2016
7/13/2004,T3,R2,Triticum aestivum L. (*),SEED,41.372,1.789,2004
8/11/1999,T7,R3,Aster sp. (*),NDB,43.23,1.74,1999
9/16/1994,T5,,poplar leaves,POPLVS,46.48,2.41,1994
9/30/1994,T7,R6,Solidago canadensis L.,NDB,47.14,2.04,1994
8/23/2011,T6,R3,UnSorted,,40.968,3.41,2011
10/31/1990,T3,R4,Zea mays L. (*),STOVER,52.01,0.39,1990
10/23/2008,T3,R6,Zea mays L. (*),SEED,43.39,1.305,2008
7/18/2011,T5,R1,Leaf Litter,,44.81,1.74,2011
9/20/2017,TSF,R1,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,,45.437,1.042,2017
8/7/2002,T7,R6,Surface Litter,,45.916,0.728,2002
10/1/1991,T3,R2,Glycine max L. (*),SEED,56.11,6.86,1991
7/29/1998,TSF,R3,Standing Dead,NDB,43.94,0.99,1998
9/12/1994,T2,R2,Glycine max L. (*),SEED,56.57,7.01,1994
9/28/2015,T1,R3,Glycine max L. (*),SEED,50.817,5.884,2015
8/23/2011,T6,R6,Medicago sativa L.,,45.222,2.495,2011
10/15/1996,T1,R6,Zea mays L. (*),SEED,42.53,1.88,1996
9/25/2012,T3,R1,Glycine max L. (*),SEED,52.503,6.354,2012
5/14/2012,T6,R4,UnSorted,,41.473,1.837,2012
7/15/2019,T2,R2,Triticum aestivum L. (*),STOVER,45.041,0.259,2019
9/2/1998,T5,R2,Trunks of poplars - CN code,TRUNK,48.38,0.33,1998
8/2/2007,T7,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.556,0.881,2007
6/6/2019,T5,R2,UnSorted,,42.99,2.728,2019
6/8/1991,T5,R1,Festuca rubra L.,GRDCOVER,43.47,1.58,1991
9/27/2012,T2,R4,Surface Litter,,41.991,0.689,2012
10/5/2009,T2,R2,Glycine max L. (*),SEED,50.34,6.011,2009
11/14/2016,T7,R6,Surface Litter,,40.993,0.86,2016
9/12/1994,T3,R2,Glycine max L. (*),STOVER,43.72,1.59,1994
10/4/1993,T4,R3,Zea mays L. (*),SEED,46.84,1.55,1993
8/10/1992,T6,R2,Medicago sativa L.,CROP,42.47,3.13,1992
7/26/2017,T5,R1,UnSorted,,45.228,1.053,2017
8/6/2015,T8,R4,Monarda fistulosa L.,,43.975,0.849,2015
10/27/2011,T3,R3,Zea mays L. (*),STOVER,45.236,0.713,2011
8/27/1997,T1,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,40.37,1.85,1997
8/15/1991,T6,R6,Medicago sativa L.,CROP,43.84,3.76,1991
8/2/2007,T7,R2,Rubus allegheniensis T.C. Porter (*),,46.222,1.078,2007
8/10/1998,T7,R1,Surface Litter,NDB,40.98,1.35,1998
7/17/2013,T4,R3,UnSorted,,42.969,2.855,2013
8/12/2019,T7,R2,Solidago canadensis L.,,45.351,0.977,2019
8/25/2009,T5,R3,Leaf Litter,,44.608,1.34,2009
7/26/2018,T8,R1,Surface Litter,,39.741,1.165,2018
7/28/1997,T7,R2,Poa pratensis L.,NDB,41.15,1.21,1997
8/2/2007,T7,R5,Elymus repens (L.) Gould,,45.043,0.955,2007
9/12/1994,T3,R3,Glycine max L. (*),SEED,56.78,7.23,1994
,TDF,R2,Leaf Litter,LEAFLITTER,45.54,1.05,1996
10/24/2014,T4,R4,Zea mays L. (*),STOVER,44.877,0.531,2014
8/13/2003,T8,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,42.989,1.083,2003
9/17/2013,TSF,R2,Geum sp.,,42.712,1.73,2013
5/22/1995,T6,R3,Medicago sativa L.,CROP,42.39,4.14,1995
9/12/1994,T1,R5,Glycine max L. (*),STOVER,44.36,1.4,1994
8/3/2004,T7,R6,Hieracium sp. (*),,42.201,1.212,2004
6/30/2014,T6,R3,Medicago sativa L.,,42.702,2.883,2014
5/31/2005,T6,R1,Medicago sativa L.,,42.534,3.284,2005
5/12/2008,T4,R6,Trifolium pratense L.,,45.033,4.046,2008
9/7/2016,TSF,R1,Solidago canadensis L.,,44.411,1.143,2016
8/12/2008,T8,R3,Solidago canadensis L.,,45.381,1.325,2008
7/13/2004,T4,R2,Triticum aestivum L. (*),SEED,41.582,1.708,2004
4/30/1990,T4,R3,Vicia villosa  Roth,COVCROP,36.44,3.01,1990
7/29/1998,TSF,R1,Surface Litter,SURFACELITTER,37.93,0.83,1998
10/12/2015,T4,R1,UnSorted,,43.173,1.222,2015
9/28/2012,T4,R4,Surface Litter,,30.55,0.858,2012
8/3/2016,T7,R5,Solidago canadensis L.,,42.525,0.616,2016
10/6/2009,T4,R3,Glycine max L. (*),STOVER,44.856,0.755,2009
7/16/2019,T2,R4,Triticum aestivum L. (*),SEED,42.389,1.482,2019
8/4/2006,T7,R3,Euthamia graminifolia (L.) Nutt.,,46.385,0.826,2006
10/6/2009,T4,R3,Glycine max L. (*),SEED,50.119,6.425,2009
7/6/2005,T6,R3,Medicago sativa L.,,43.66,3.154,2005
9/25/2012,T3,R2,Glycine max L. (*),STOVER,44.104,1.067,2012
11/27/2019,T7,R6,Surface Litter,,46.787,0.825,2019
10/15/2008,T2,R6,Zea mays L. (*),STOVER,46.393,0.436,2008
7/30/1996,T7,R4,Lotus corniculatus L.,NDB,44.4,1.5,1996
8/2/2018,T7,R4,Surface Litter,,43.815,1.375,2018
4/30/2003,T4,R1,Trifolium pratense L.,,39.674,3.534,2003
5/20/2014,T3,R5,Trifolium pratense L.,,43.687,3.125,2014
6/26/2007,T1,R2,Triticum aestivum L. (*),SEED,41.477,1.59,2007
7/28/2004,T7,R2,Surface Litter,,42.762,1.167,2004
10/30/2015,T5,R1,Leaf Litter,,44.055,1.667,2015
5/11/1993,T4,R5,Vicia villosa  Roth,COVCROP,43.51,4.43,1993
8/11/2003,TSF,R1,Elymus repens (L.) Gould,,43.316,0.909,2003
10/21/2002,T1,R2,Zea mays L. (*),STOVER,47.16,0.851,2002
10/21/2002,T1,R6,Zea mays L. (*),SEED,44.518,1.407,2002
10/23/2008,T4,R3,aggregate of live biomass except for Zea mays,,40.992,1.486,2008
6/5/1993,T5,R4,Festuca rubra L.,GRDCOVER,43.61,1.96,1993
9/25/2012,T3,R2,Surface Litter,,36.328,0.999,2012
8/6/2008,T7,R5,Poa pratensis L.,,43.389,1.089,2008
10/1/1991,T4,R2,Glycine max L. (*),SEED,58.37,7.01,1991
7/6/2010,T6,R1,aggregate of live biomass except for Medicago sativa L.,,39.32,3.556,2010
