obs_date,treatment,observation_type,comment,name,material,rate,units,equipment,observation_id
4/27/2016,T3,Fertilizer application,"Fertilized LTER Main Site treatment T3 all replications (5, 4, 2, 1, 3, 6),  Plots were fertilized with a blended mixture of ((28-0-0) and (11-0-0-26) (together figured by weight have a fertilizer analysis of ).  11-0-0-26 weighs 11 lbs/gallon so 11 lbs of N/A and 26 lbs of sulfur/A were applied. 28-0-0 weighs 10.67 lbs/gallon so 15 lbs of N/A was applied. Total with the blended mixture  26 lbs of N and 26 lbs of sulfur was applied per acre.

Weather conditions 10:25 a.m. partly cloudy 46 degrees F, 73% humidity 5-11 mph north east wind. Conditions 1:31 p.m. partly cloudy, 62 degrees F 29% humidity 2-10 mph north east winds.

",T3R5,11-0-0-26,9,gallon,Top Air Sprayer,3589
4/27/2016,T3,Fertilizer application,"Fertilized LTER Main Site treatment T3 all replications (5, 4, 2, 1, 3, 6),  Plots were fertilized with a blended mixture of ((28-0-0) and (11-0-0-26) (together figured by weight have a fertilizer analysis of ).  11-0-0-26 weighs 11 lbs/gallon so 11 lbs of N/A and 26 lbs of sulfur/A were applied. 28-0-0 weighs 10.67 lbs/gallon so 15 lbs of N/A was applied. Total with the blended mixture  26 lbs of N and 26 lbs of sulfur was applied per acre.

Weather conditions 10:25 a.m. partly cloudy 46 degrees F, 73% humidity 5-11 mph north east wind. Conditions 1:31 p.m. partly cloudy, 62 degrees F 29% humidity 2-10 mph north east winds.

",T3R6,11-0-0-26,9,gallon,Top Air Sprayer,3589
4/27/2016,T3,Fertilizer application,"Fertilized LTER Main Site treatment T3 all replications (5, 4, 2, 1, 3, 6),  Plots were fertilized with a blended mixture of ((28-0-0) and (11-0-0-26) (together figured by weight have a fertilizer analysis of ).  11-0-0-26 weighs 11 lbs/gallon so 11 lbs of N/A and 26 lbs of sulfur/A were applied. 28-0-0 weighs 10.67 lbs/gallon so 15 lbs of N/A was applied. Total with the blended mixture  26 lbs of N and 26 lbs of sulfur was applied per acre.

Weather conditions 10:25 a.m. partly cloudy 46 degrees F, 73% humidity 5-11 mph north east wind. Conditions 1:31 p.m. partly cloudy, 62 degrees F 29% humidity 2-10 mph north east winds.

",T3R1,28% UAN (28-0-0),5,gallon,Top Air Sprayer,3589
4/27/2016,T3,Fertilizer application,"Fertilized LTER Main Site treatment T3 all replications (5, 4, 2, 1, 3, 6),  Plots were fertilized with a blended mixture of ((28-0-0) and (11-0-0-26) (together figured by weight have a fertilizer analysis of ).  11-0-0-26 weighs 11 lbs/gallon so 11 lbs of N/A and 26 lbs of sulfur/A were applied. 28-0-0 weighs 10.67 lbs/gallon so 15 lbs of N/A was applied. Total with the blended mixture  26 lbs of N and 26 lbs of sulfur was applied per acre.

Weather conditions 10:25 a.m. partly cloudy 46 degrees F, 73% humidity 5-11 mph north east wind. Conditions 1:31 p.m. partly cloudy, 62 degrees F 29% humidity 2-10 mph north east winds.

",T3R2,28% UAN (28-0-0),5,gallon,Top Air Sprayer,3589
4/27/2016,T3,Fertilizer application,"Fertilized LTER Main Site treatment T3 all replications (5, 4, 2, 1, 3, 6),  Plots were fertilized with a blended mixture of ((28-0-0) and (11-0-0-26) (together figured by weight have a fertilizer analysis of ).  11-0-0-26 weighs 11 lbs/gallon so 11 lbs of N/A and 26 lbs of sulfur/A were applied. 28-0-0 weighs 10.67 lbs/gallon so 15 lbs of N/A was applied. Total with the blended mixture  26 lbs of N and 26 lbs of sulfur was applied per acre.

Weather conditions 10:25 a.m. partly cloudy 46 degrees F, 73% humidity 5-11 mph north east wind. Conditions 1:31 p.m. partly cloudy, 62 degrees F 29% humidity 2-10 mph north east winds.

",T3R3,28% UAN (28-0-0),5,gallon,Top Air Sprayer,3589
5/8/2017,T3,Fertilizer application,"Fertilized LTER Main Site treatment T1, T2, T3, all replications, N-Rate Study, and Lysimeter Field (56.8 Acres) with potash (0-0-60). Potash was applied at 80 lbs/A providing 48 lbs/A of K2O. Average speed while spreading was 5.2 mph with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 69 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 199; air pressure was 15 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. ",T3R4,0-0-60 potash fertilizer,80,pound,Gandy Orbit-Air (30' boom),3882
5/8/2017,T3,Fertilizer application,"Fertilized LTER Main Site treatment T1, T2, T3, all replications, N-Rate Study, and Lysimeter Field (56.8 Acres) with potash (0-0-60). Potash was applied at 80 lbs/A providing 48 lbs/A of K2O. Average speed while spreading was 5.2 mph with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 69 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 199; air pressure was 15 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. ",T3R1,0-0-60 potash fertilizer,80,pound,Gandy Orbit-Air (30' boom),3882
5/8/2017,T3,Fertilizer application,"Fertilized LTER Main Site treatment T1, T2, T3, all replications, N-Rate Study, and Lysimeter Field (56.8 Acres) with potash (0-0-60). Potash was applied at 80 lbs/A providing 48 lbs/A of K2O. Average speed while spreading was 5.2 mph with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 69 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 199; air pressure was 15 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. ",T3R2,0-0-60 potash fertilizer,80,pound,Gandy Orbit-Air (30' boom),3882
5/8/2017,T3,Fertilizer application,"Fertilized LTER Main Site treatment T1, T2, T3, all replications, N-Rate Study, and Lysimeter Field (56.8 Acres) with potash (0-0-60). Potash was applied at 80 lbs/A providing 48 lbs/A of K2O. Average speed while spreading was 5.2 mph with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 69 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 199; air pressure was 15 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. ",T3R3,0-0-60 potash fertilizer,80,pound,Gandy Orbit-Air (30' boom),3882
5/8/2017,T3,Fertilizer application,"Fertilized LTER Main Site treatment T1, T2, T3, all replications, N-Rate Study, and Lysimeter Field (56.8 Acres) with potash (0-0-60). Potash was applied at 80 lbs/A providing 48 lbs/A of K2O. Average speed while spreading was 5.2 mph with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 69 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 199; air pressure was 15 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. ",T3R5,0-0-60 potash fertilizer,80,pound,Gandy Orbit-Air (30' boom),3882
5/8/2017,T3,Fertilizer application,"Fertilized LTER Main Site treatment T1, T2, T3, all replications, N-Rate Study, and Lysimeter Field (56.8 Acres) with potash (0-0-60). Potash was applied at 80 lbs/A providing 48 lbs/A of K2O. Average speed while spreading was 5.2 mph with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 69 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 199; air pressure was 15 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. ",T3R6,0-0-60 potash fertilizer,80,pound,Gandy Orbit-Air (30' boom),3882
5/8/2017,T3,Fertilizer application,"Fertilized LTER Main Site treatment T1, T2, T3, all replications, N-Rate Study, and Lysimeter Field (56.8 Acres) with potash (0-0-60). Potash was applied at 80 lbs/A providing 48 lbs/A of K2O. Average speed while spreading was 5.2 mph with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 69 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 199; air pressure was 15 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. ",T3R6,,,,John Deere 7420b Tractor (14.9 R 46 back tire size),3882
5/8/2017,T3,Fertilizer application,"Fertilized LTER Main Site treatment T1, T2, T3, all replications, N-Rate Study, and Lysimeter Field (56.8 Acres) with potash (0-0-60). Potash was applied at 80 lbs/A providing 48 lbs/A of K2O. Average speed while spreading was 5.2 mph with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 69 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 199; air pressure was 15 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. ",T3R5,,,,John Deere 7420b Tractor (14.9 R 46 back tire size),3882
5/8/2017,T3,Fertilizer application,"Fertilized LTER Main Site treatment T1, T2, T3, all replications, N-Rate Study, and Lysimeter Field (56.8 Acres) with potash (0-0-60). Potash was applied at 80 lbs/A providing 48 lbs/A of K2O. Average speed while spreading was 5.2 mph with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 69 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 199; air pressure was 15 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. ",T3R4,,,,John Deere 7420b Tractor (14.9 R 46 back tire size),3882
5/8/2017,T3,Fertilizer application,"Fertilized LTER Main Site treatment T1, T2, T3, all replications, N-Rate Study, and Lysimeter Field (56.8 Acres) with potash (0-0-60). Potash was applied at 80 lbs/A providing 48 lbs/A of K2O. Average speed while spreading was 5.2 mph with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 69 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 199; air pressure was 15 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. ",T3R3,,,,John Deere 7420b Tractor (14.9 R 46 back tire size),3882
5/8/2017,T3,Fertilizer application,"Fertilized LTER Main Site treatment T1, T2, T3, all replications, N-Rate Study, and Lysimeter Field (56.8 Acres) with potash (0-0-60). Potash was applied at 80 lbs/A providing 48 lbs/A of K2O. Average speed while spreading was 5.2 mph with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 69 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 199; air pressure was 15 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. ",T3R2,,,,John Deere 7420b Tractor (14.9 R 46 back tire size),3882
5/8/2017,T3,Fertilizer application,"Fertilized LTER Main Site treatment T1, T2, T3, all replications, N-Rate Study, and Lysimeter Field (56.8 Acres) with potash (0-0-60). Potash was applied at 80 lbs/A providing 48 lbs/A of K2O. Average speed while spreading was 5.2 mph with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 69 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 199; air pressure was 15 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. ",T3R1,,,,John Deere 7420b Tractor (14.9 R 46 back tire size),3882
5/19/2017,T3,Fertilizer application,"Planted corn in the Main Site LTER T3 rep 5 only on May 19, 2017. Started to rain as I finished planting rep 5, it was to wet to start planting another replication on May 19, 2017.  

Planted T3R4 and T3R2 on May 20, 2017. Started to rain as I finished planting rep 2, it was to wet to start planting another replication on May 20, 2017.

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Planting depth: 1.5 inches. 

Tillage: Conventional. 

Fertilizer Applied: 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

Fertilizer placement: two inches to the side and two inches below the seed at planting. 

",T3R4,Dekalb DKC52-84 RIB Corn Hybrid,32000,seeds,John Deere 1730 Maxemerge Plus Planter,3907
5/19/2017,T3,Fertilizer application,"Planted corn in the Main Site LTER T3 rep 5 only on May 19, 2017. Started to rain as I finished planting rep 5, it was to wet to start planting another replication on May 19, 2017.  

Planted T3R4 and T3R2 on May 20, 2017. Started to rain as I finished planting rep 2, it was to wet to start planting another replication on May 20, 2017.

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Planting depth: 1.5 inches. 

Tillage: Conventional. 

Fertilizer Applied: 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

Fertilizer placement: two inches to the side and two inches below the seed at planting. 

",T3R5,19-17-0 liquid fertilizer,14,gallon,John Deere 1730 Maxemerge Plus Planter,3907
5/19/2017,T3,Fertilizer application,"Planted corn in the Main Site LTER T3 rep 5 only on May 19, 2017. Started to rain as I finished planting rep 5, it was to wet to start planting another replication on May 19, 2017.  

Planted T3R4 and T3R2 on May 20, 2017. Started to rain as I finished planting rep 2, it was to wet to start planting another replication on May 20, 2017.

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Planting depth: 1.5 inches. 

Tillage: Conventional. 

Fertilizer Applied: 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

Fertilizer placement: two inches to the side and two inches below the seed at planting. 

",T3R2,19-17-0 liquid fertilizer,14,gallon,John Deere 1730 Maxemerge Plus Planter,3907
5/19/2017,T3,Fertilizer application,"Planted corn in the Main Site LTER T3 rep 5 only on May 19, 2017. Started to rain as I finished planting rep 5, it was to wet to start planting another replication on May 19, 2017.  

Planted T3R4 and T3R2 on May 20, 2017. Started to rain as I finished planting rep 2, it was to wet to start planting another replication on May 20, 2017.

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Planting depth: 1.5 inches. 

Tillage: Conventional. 

Fertilizer Applied: 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

Fertilizer placement: two inches to the side and two inches below the seed at planting. 

",T3R4,19-17-0 liquid fertilizer,14,gallon,John Deere 1730 Maxemerge Plus Planter,3907
5/19/2017,T3,Fertilizer application,"Planted corn in the Main Site LTER T3 rep 5 only on May 19, 2017. Started to rain as I finished planting rep 5, it was to wet to start planting another replication on May 19, 2017.  

Planted T3R4 and T3R2 on May 20, 2017. Started to rain as I finished planting rep 2, it was to wet to start planting another replication on May 20, 2017.

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Planting depth: 1.5 inches. 

Tillage: Conventional. 

Fertilizer Applied: 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

Fertilizer placement: two inches to the side and two inches below the seed at planting. 

",T3R5,Dekalb DKC52-84 RIB Corn Hybrid,32000,seeds,John Deere 1730 Maxemerge Plus Planter,3907
5/19/2017,T3,Fertilizer application,"Planted corn in the Main Site LTER T3 rep 5 only on May 19, 2017. Started to rain as I finished planting rep 5, it was to wet to start planting another replication on May 19, 2017.  

Planted T3R4 and T3R2 on May 20, 2017. Started to rain as I finished planting rep 2, it was to wet to start planting another replication on May 20, 2017.

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Planting depth: 1.5 inches. 

Tillage: Conventional. 

Fertilizer Applied: 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

Fertilizer placement: two inches to the side and two inches below the seed at planting. 

",T3R2,Dekalb DKC52-84 RIB Corn Hybrid,32000,seeds,John Deere 1730 Maxemerge Plus Planter,3907
5/19/2017,T3,Fertilizer application,"Planted corn in the Main Site LTER T3 rep 5 only on May 19, 2017. Started to rain as I finished planting rep 5, it was to wet to start planting another replication on May 19, 2017.  

Planted T3R4 and T3R2 on May 20, 2017. Started to rain as I finished planting rep 2, it was to wet to start planting another replication on May 20, 2017.

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Planting depth: 1.5 inches. 

Tillage: Conventional. 

Fertilizer Applied: 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

Fertilizer placement: two inches to the side and two inches below the seed at planting. 

",T3R4,,,,John Deere 7330 Tractor,3907
5/19/2017,T3,Fertilizer application,"Planted corn in the Main Site LTER T3 rep 5 only on May 19, 2017. Started to rain as I finished planting rep 5, it was to wet to start planting another replication on May 19, 2017.  

Planted T3R4 and T3R2 on May 20, 2017. Started to rain as I finished planting rep 2, it was to wet to start planting another replication on May 20, 2017.

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Planting depth: 1.5 inches. 

Tillage: Conventional. 

Fertilizer Applied: 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

Fertilizer placement: two inches to the side and two inches below the seed at planting. 

",T3R2,,,,John Deere 7330 Tractor,3907
5/19/2017,T3,Fertilizer application,"Planted corn in the Main Site LTER T3 rep 5 only on May 19, 2017. Started to rain as I finished planting rep 5, it was to wet to start planting another replication on May 19, 2017.  

Planted T3R4 and T3R2 on May 20, 2017. Started to rain as I finished planting rep 2, it was to wet to start planting another replication on May 20, 2017.

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Planting depth: 1.5 inches. 

Tillage: Conventional. 

Fertilizer Applied: 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

Fertilizer placement: two inches to the side and two inches below the seed at planting. 

",T3R5,,,,John Deere 7330 Tractor,3907
5/24/2017,T3,Fertilizer application,"Planted corn in the Main Site LTER T3 reps 1, 3, and 6. Because of wet soil conditions we could not plant reps 1, 3, and 6 on May 19-20, 2017 which is the dates reps 2, 4, and 5 were planted. 

Started to rain as I finished planting rep 6, it would have been to wet to start planting another replication on May 24, 2017 so glad that all the remaining reps were planted.  

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Planting depth: 1.5 inches. 

Tillage: Conventional. 

Fertilizer Applied: 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

Fertilizer placement: two inches to the side and two inches below the seed at planting. ",T3R3,,,,John Deere 7330 Tractor,3913
5/24/2017,T3,Fertilizer application,"Planted corn in the Main Site LTER T3 reps 1, 3, and 6. Because of wet soil conditions we could not plant reps 1, 3, and 6 on May 19-20, 2017 which is the dates reps 2, 4, and 5 were planted. 

Started to rain as I finished planting rep 6, it would have been to wet to start planting another replication on May 24, 2017 so glad that all the remaining reps were planted.  

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Planting depth: 1.5 inches. 

Tillage: Conventional. 

Fertilizer Applied: 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

Fertilizer placement: two inches to the side and two inches below the seed at planting. ",T3R6,,,,John Deere 7330 Tractor,3913
5/24/2017,T3,Fertilizer application,"Planted corn in the Main Site LTER T3 reps 1, 3, and 6. Because of wet soil conditions we could not plant reps 1, 3, and 6 on May 19-20, 2017 which is the dates reps 2, 4, and 5 were planted. 

Started to rain as I finished planting rep 6, it would have been to wet to start planting another replication on May 24, 2017 so glad that all the remaining reps were planted.  

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Planting depth: 1.5 inches. 

Tillage: Conventional. 

Fertilizer Applied: 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

Fertilizer placement: two inches to the side and two inches below the seed at planting. ",T3R1,,,,John Deere 7330 Tractor,3913
5/24/2017,T3,Fertilizer application,"Planted corn in the Main Site LTER T3 reps 1, 3, and 6. Because of wet soil conditions we could not plant reps 1, 3, and 6 on May 19-20, 2017 which is the dates reps 2, 4, and 5 were planted. 

Started to rain as I finished planting rep 6, it would have been to wet to start planting another replication on May 24, 2017 so glad that all the remaining reps were planted.  

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Planting depth: 1.5 inches. 

Tillage: Conventional. 

Fertilizer Applied: 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

Fertilizer placement: two inches to the side and two inches below the seed at planting. ",T3R6,Dekalb DKC52-84 RIB Corn Hybrid,32000,seeds,John Deere 1730 Maxemerge Plus Planter,3913
5/24/2017,T3,Fertilizer application,"Planted corn in the Main Site LTER T3 reps 1, 3, and 6. Because of wet soil conditions we could not plant reps 1, 3, and 6 on May 19-20, 2017 which is the dates reps 2, 4, and 5 were planted. 

Started to rain as I finished planting rep 6, it would have been to wet to start planting another replication on May 24, 2017 so glad that all the remaining reps were planted.  

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Planting depth: 1.5 inches. 

Tillage: Conventional. 

Fertilizer Applied: 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

Fertilizer placement: two inches to the side and two inches below the seed at planting. ",T3R3,Dekalb DKC52-84 RIB Corn Hybrid,32000,seeds,John Deere 1730 Maxemerge Plus Planter,3913
5/24/2017,T3,Fertilizer application,"Planted corn in the Main Site LTER T3 reps 1, 3, and 6. Because of wet soil conditions we could not plant reps 1, 3, and 6 on May 19-20, 2017 which is the dates reps 2, 4, and 5 were planted. 

Started to rain as I finished planting rep 6, it would have been to wet to start planting another replication on May 24, 2017 so glad that all the remaining reps were planted.  

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Planting depth: 1.5 inches. 

Tillage: Conventional. 

Fertilizer Applied: 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

Fertilizer placement: two inches to the side and two inches below the seed at planting. ",T3R1,Dekalb DKC52-84 RIB Corn Hybrid,32000,seeds,John Deere 1730 Maxemerge Plus Planter,3913
